cik,ticker,legal_name,exchange,market_tier,security_type,nasdaq_listing_date,listing_date_basis,listing_confidence,initial_matrix_due_date,in_scope_nasdaq,broad_cohort,narrow_matured_cohort,edge_case,exclusion_reason,confidence,review_reason,initial_matrix_status,initial_matrix_source,initial_matrix_confidence,notes
1804469,GFAI,"Guardforce AI Co., Ltd.",Nasdaq,Capital Market,ordinary shares,2021-09-30,pricing_proxy,0.75,2022-09-30,1,1,1,0,,0.8,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1876581,IMPP,Imperial Petroleum Inc./Marshall Islands,Nasdaq,Capital Market,common stock,2021-11-23,pricing_proxy,0.75,2022-11-23,1,1,1,0,,0.8,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1892500,CMND,Clearmind Medicine Inc.,Nasdaq,Capital Market,common stock,2022-11-16,pricing_proxy,0.75,2023-11-16,1,1,1,0,,0.8,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1889823,DFSC,DEFSEC Technologies Inc.,Nasdaq,Capital Market,common stock,2022-12-08,pricing_proxy,0.75,2023-12-08,1,1,1,0,,0.8,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1945711,LVROF,Lavoro Ltd,Nasdaq,,ordinary shares,2023-02-03,pricing_proxy,0.75,2024-02-03,1,1,1,0,,0.8,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1951067,CISS,C3is Inc.,Nasdaq,Capital Market,common stock,2023-06-12,pricing_proxy,0.75,2024-06-12,1,1,1,0,,0.8,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1935418,FMST,Foremost Clean Energy Ltd.,Nasdaq,Capital Market,common stock,2023-08-23,pricing_proxy,0.75,2024-08-23,1,1,1,0,,0.8,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1955514,,RanMarine Technology B.V.,Nasdaq,Capital Market,ADS,2024-04-22,pricing_proxy,0.75,2025-04-22,1,1,0,0,,0.8,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1084267,MOBQ,"Mobiquity Technologies, Inc.",Nasdaq,Capital Market,common stock,2021-12-10,pricing_proxy,0.75,2022-12-10,1,1,1,0,,0.85,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1070050,APCX,AppTech Payments Corp.,Nasdaq,,common stock,2022-01-06,pricing_proxy,0.75,2023-01-06,1,1,1,0,,0.85,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1648087,AREB,AMERICAN REBEL HOLDINGS INC,Nasdaq,,common stock,2022-02-08,pricing_proxy,0.75,2023-02-08,1,1,1,0,,0.85,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1849221,PMNT,Perfect Moment Ltd.,Nasdaq,Capital Market,common stock,2024-02-09,pricing_proxy,0.75,2025-02-09,1,1,0,0,,0.85,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1784567,,"Harbor Custom Development, Inc.",Nasdaq,Capital Market,common stock,2021-10-05,pricing_proxy,0.75,2022-10-05,1,1,1,0,,0.9,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1769804,,"Augmedix, Inc.",Nasdaq,,common stock,2021-10-28,pricing_proxy,0.75,2022-10-28,1,1,1,0,,0.9,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1611282,,"PishPosh, Inc.",Nasdaq,,common stock,2023-03-07,pricing_proxy,0.75,2024-03-07,1,1,1,0,,0.9,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1534154,AUID,authID Inc.,Nasdaq,Capital Market,common stock,2021-08-25,pricing_proxy,0.75,2022-08-25,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1590418,FCUV,FOCUS UNIVERSAL INC.,Nasdaq,Capital Market,common stock,2021-09-01,pricing_proxy,0.75,2022-09-01,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1844971,GREE,Greenidge Generation Holdings Inc.,Nasdaq,Global Select,common stock,2021-10-12,pricing_proxy,0.75,2022-10-12,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1653384,RWAY,Runway Growth Finance Corp.,Nasdaq,Global Select,common stock,2021-10-21,pricing_proxy,0.75,2022-10-21,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1392694,SURG,"SurgePays, Inc.",Nasdaq,Capital Market,common stock,2021-11-03,pricing_proxy,0.75,2022-11-03,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1505497,BRTX,"BioRestorative Therapies, Inc.",Nasdaq,Capital Market,common stock,2021-11-09,pricing_proxy,0.75,2022-11-09,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1567900,ALOY,REALLOYS INC.,Nasdaq,Capital Market,common stock,2021-11-12,pricing_proxy,0.75,2022-11-12,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1649739,BAFN,BayFirst Financial Corp.,Nasdaq,Capital Market,common stock,2021-11-12,pricing_proxy,0.75,2022-11-12,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1187953,CELZ,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",Nasdaq,Capital Market,common stock,2021-12-06,pricing_proxy,0.75,2022-12-06,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1777319,CISO,"CISO Global, Inc.",Nasdaq,Capital Market,common stock,2022-01-18,pricing_proxy,0.75,2023-01-18,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1074871,MODD,"Modular Medical, Inc.",Nasdaq,Capital Market,common stock,2022-02-11,pricing_proxy,0.75,2023-02-11,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1482541,BNC,CEA Industries Inc.,Nasdaq,Capital Market,common stock,2022-02-14,pricing_proxy,0.75,2023-02-14,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1450704,VIVK,"Vivakor, Inc.",Nasdaq,Capital Market,common stock,2022-02-15,pricing_proxy,0.75,2023-02-15,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1402328,SBFM,Sunshine Biopharma Inc.,Nasdaq,Capital Market,common stock,2022-02-17,pricing_proxy,0.75,2023-02-17,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1425627,SOBR,"SOBR Safe, Inc.",Nasdaq,Capital Market,common stock,2022-05-17,pricing_proxy,0.75,2023-05-17,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
923601,RIME,"Algorhythm Holdings, Inc.",Nasdaq,Capital Market,common stock,2022-05-25,pricing_proxy,0.75,2023-05-25,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1674440,YYAI,AIRWA INC.,Nasdaq,Capital Market,common stock,2022-06-16,pricing_proxy,0.75,2023-06-16,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1414767,NCPL,Netcapital Inc.,Nasdaq,Capital Market,common stock,2022-07-14,pricing_proxy,0.75,2023-07-14,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1784970,NXTT,Next Technology Holding Inc.,Nasdaq,Capital Market,common stock,2022-07-19,pricing_proxy,0.75,2023-07-19,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1748137,NEOV,NeoVolta Inc.,Nasdaq,Capital Market,common stock,2022-07-29,pricing_proxy,0.75,2023-07-29,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1425355,SUIG,SUI Group Holdings Ltd.,Nasdaq,Capital Market,common stock,2022-08-09,pricing_proxy,0.75,2023-08-09,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1014763,AIMD,"Ainos, Inc.",Nasdaq,Capital Market,common stock,2022-08-10,pricing_proxy,0.75,2023-08-10,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1650101,ATXG,ADDENTAX GROUP CORP.,Nasdaq,Capital Market,common stock,2022-09-01,pricing_proxy,0.75,2023-09-01,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1514183,SILO,"Silo Pharma, Inc.",Nasdaq,Capital Market,common stock,2022-09-28,pricing_proxy,0.75,2023-09-28,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1329606,CETY,"Clean Energy Technologies, Inc.",Nasdaq,Capital Market,common stock,2023-03-24,pricing_proxy,0.75,2024-03-24,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1687187,METC,"Ramaco Resources, Inc.",Nasdaq,Global Select,common stock,2023-06-15,pricing_proxy,0.75,2024-06-15,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1823584,AENT,ALLIANCE ENTERTAINMENT HOLDING CORP,Nasdaq,Capital Market,common stock,2023-06-30,pricing_proxy,0.75,2024-06-30,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1737523,BGLC,BioNexus Gene Lab Corp,Nasdaq,Capital Market,common stock,2023-07-21,pricing_proxy,0.75,2024-07-21,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1934642,MDBH,"MDB Capital Holdings, LLC",Nasdaq,Capital Market,common stock,2023-07-26,pricing_proxy,0.75,2024-07-26,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1961847,INHD,INNO HOLDINGS INC.,Nasdaq,Capital Market,common stock,2023-12-04,pricing_proxy,0.75,2024-12-04,1,1,1,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1490161,SOWG,Sow Good Inc.,Nasdaq,Capital Market,common stock,2024-05-03,pricing_proxy,0.75,2025-05-03,1,1,0,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1946573,NAKA,Nakamoto Inc.,Nasdaq,Global Market,common stock,2024-05-15,pricing_proxy,0.75,2025-05-15,1,1,0,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1853825,DTCX,"Datacentrex, Inc.",Nasdaq,Capital Market,common stock,2024-10-29,pricing_proxy,0.75,2025-10-29,1,1,0,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1997296,MDCX,Medicus Pharma Ltd.,Nasdaq,Capital Market,common stock,2024-11-15,pricing_proxy,0.75,2025-11-15,1,1,0,0,,0.95,pricing_proxy_listing_date;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1554625,PRIF-PD,"Priority Income Fund, Inc.",NYSE,,preferred,2021-08-06,pricing_proxy,0.75,2022-08-06,0,0,0,0,fund_or_etf_etp,0.6,boundary_date_uncertainty;confidence_below_0.8;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1864843,ECAT,BlackRock ESG Capital Allocation Term Trust,NYSE,,common stock,2021-09-29,pricing_proxy,0.75,2022-09-29,0,0,0,0,fund_or_etf_etp,0.6,confidence_below_0.8;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1855066,MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund,NYSE,,common stock,2021-10-28,pricing_proxy,0.75,2022-10-28,0,0,0,0,fund_or_etf_etp,0.6,confidence_below_0.8;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1736035,BXSL,Blackstone Secured Lending Fund,NYSE,,common stock,2021-10-29,pricing_proxy,0.75,2022-10-29,0,0,0,0,fund_or_etf_etp,0.6,confidence_below_0.8;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1666291,CMTG,"Claros Mortgage Trust, Inc.",NYSE,,common stock,2021-11-04,pricing_proxy,0.75,2022-11-04,0,0,0,0,fund_or_etf_etp,0.6,confidence_below_0.8;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1864208,GUG,Guggenheim Active Allocation Fund,NYSE,,common stock,2021-11-26,pricing_proxy,0.75,2022-11-26,0,0,0,0,fund_or_etf_etp,0.6,confidence_below_0.8;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1885336,,"FORMATION MINERALS, INC.",unknown,,common stock,2022-01-11,pricing_proxy,0.75,2023-01-11,0,0,0,0,not_nasdaq_exchange (unknown),0.6,confidence_below_0.8;listing_date_confidence_below_0.8;exchange_unresolved,,,,exchange unresolved; routed to edge_case_review; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1886878,PAXS,PIMCO Access Income Fund,NYSE,,common stock,2022-01-28,pricing_proxy,0.75,2023-01-28,0,0,0,0,fund_or_etf_etp,0.6,confidence_below_0.8;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1870833,RMMZ,"RiverNorth Managed Duration Municipal Income Fund II, Inc.",NYSE,,common stock,2022-02-11,pricing_proxy,0.75,2023-02-11,0,0,0,0,fund_or_etf_etp,0.6,confidence_below_0.8;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1866874,RLTY,Cohen & Steers Real Estate Opportunities & Income Fund,NYSE,,common stock,2022-02-24,pricing_proxy,0.75,2023-02-24,0,0,0,0,fund_or_etf_etp,0.6,confidence_below_0.8;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1832871,BMN,BlackRock 2037 Municipal Target Term Trust,NYSE,,common stock,2022-10-28,pricing_proxy,0.75,2023-10-28,0,0,0,0,fund_or_etf_etp,0.6,confidence_below_0.8;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1782524,MSDL,Morgan Stanley Direct Lending Fund,NYSE,,common stock,2024-01-24,pricing_proxy,0.75,2025-01-24,0,0,0,0,fund_or_etf_etp,0.6,confidence_below_0.8;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1869105,BBOT,"BridgeBio Oncology Therapeutics, Inc.",Nasdaq,Global Market,ordinary shares,2024-02-09,first_trading,0.88,2025-02-09,0,0,0,0,spac_or_blank_check,0.6,confidence_below_0.8,,,,Nasdaq IPO Calendar date differs from 424B filing date (2024-02-13)
1896036,EIIA,Eagle Point Institutional Income Fund,NYSE,,preferred,2024-10-11,pricing_proxy,0.75,2025-10-11,0,0,0,0,fund_or_etf_etp,0.6,confidence_below_0.8;listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1638826,TTAN,"ServiceTitan, Inc.",Nasdaq,Global Select,common stock,2024-12-12,first_trading,0.94,2025-12-12,0,0,0,0,listed_after_vacatur,0.7,boundary_date_uncertainty;confidence_below_0.8,,,,
1927578,NTCL,NetClass Technology Inc,Nasdaq,Capital Market,ordinary shares,2024-12-13,first_trading,0.94,2025-12-13,0,0,0,0,listed_after_vacatur,0.7,boundary_date_uncertainty;confidence_below_0.8,,,,
2011514,AVR,Anteris Technologies Global Corp.,Nasdaq,Global Market,common stock,2024-12-13,first_trading,0.94,2025-12-13,0,0,0,0,listed_after_vacatur,0.7,boundary_date_uncertainty;confidence_below_0.8,,,,
1851174,,World Quantum Growth Acquisition Corp.,NYSE,,unit,2021-08-12,pricing_proxy,0.75,2022-08-12,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1865975,,AfterNext HealthTech Acquisition Corp.,NYSE,,unit,2021-08-13,pricing_proxy,0.75,2022-08-13,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1865407,,Kensington Capital Acquisition Corp. V,NYSE,,unit,2021-08-16,pricing_proxy,0.75,2022-08-16,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
64463,SLNH,"Soluna Holdings, Inc",Nasdaq,Capital Market,preferred,2021-08-20,pricing_proxy,0.75,2022-08-20,0,0,0,0,preferred_only,0.9,listing_date_confidence_below_0.8,,,,Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1849580,,Waverley Capital Acquisition Corp. 1,NYSE,,unit,2021-08-23,pricing_proxy,0.75,2022-08-23,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1730346,,"Charah Solutions, Inc.",NYSE,,debt,2021-08-24,pricing_proxy,0.75,2022-08-24,0,0,0,0,debt_only,0.9,listing_date_confidence_below_0.8,,,,issuer delisted/merged: SEC exchanges field empty; exchange taken from IPO-time 8-A12B; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
1862463,AMOD,"ALPHA MODUS HOLDINGS, INC.",NYSE,Capital Market,unit,2021-09-02,pricing_proxy,0.75,2022-09-02,0,0,0,0,spac_or_blank_check,0.9,listing_date_confidence_below_0.8,,,,IPO-time security was Units (SPAC); CIK may now show a merged operating company; Nasdaq listing date unresolved; using low-confidence pricing/prospectus fallback
